depArr,distance,angle_error,distance_long,operation_mode,angle_sum,QDepDep,QDepArr,QArrDep,QArrArr,NDepDep,NDepArr,NArrDep,NArrArr,Pressure,VisibilityInMeters,TemperatureInCelsius,WindSpeedInMPS,isRain,isSnow,isDrizzle,isFog,isMist,isHaze,isHail,flightNumber,airline,aircraftModel,AvgSpdLast5Dep,AvgSpdLast5Arr,AvgSpdLast5,AvgSpdLast10Dep,AvgSpdLast10Arr,AvgSpdLast10,TaxiTime
0,1621.86551749,0,911.300394,1,334.03,2,2,0,0,2,1,0,0,29.52,10000.0,5.0,5.148,0,0,0,0,0,0,0,"EI211","EIN","A320",145.960148785,405.652191238,208.167194307,175.715852448,423.138911637,234.386732831,10.3666666667
0,1742.13543177,0,1078.7794131,1,296.56,0,0,0,0,1,0,0,0,29.52,10000.0,5.0,5.148,0,0,0,0,0,0,0,"LH2503","DLH","A320",150.239921983,398.263561496,260.140768283,170.230333591,403.494998146,230.661683442,2.78333333333
0,1808.09629508,0,1162.38318175,1,394.52,1,0,0,0,0,0,0,0,29.52,10000.0,5.0,5.148,0,0,0,0,0,0,0,"SN2178","BEL","A319",154.361751471,398.263561496,303.187470054,177.392406263,403.494998146,229.712776735,8.6
1,2870.6584976,0,1681.49916402,1,630.39,0,0,1,0,0,0,3,0,29.44,7000.0,4.0,8.2368,1,0,0,0,0,0,0,"VY1396","VLG","A320",184.03580972,465.405805655,251.420791854,208.837737539,447.916908806,279.141442324,8.58333333333
1,2710.90729721,2,1548.52813985,1,636.74,0,0,0,0,0,0,0,0,29.44,9000.0,4.0,9.2664,1,0,0,0,0,0,0,"IB3692","IBS","A320",177.781794119,418.776451805,309.603395757,157.253784117,360.030606092,278.012857895,5.91666666667
1,2572.25662881,0,1494.18847405,1,473.85,0,0,2,0,0,0,3,0,29.44,7000.0,4.0,8.2368,1,0,0,0,0,0,0,"FR4051","RYR","B738",203.752950984,462.963500038,306.862092794,209.784589023,422.610383867,315.83024444,5.23333333333
1,2572.25662881,0,1494.18847405,1,473.85,0,0,3,0,0,0,4,0,29.38,10000.0,6.0,1.5444,0,0,0,0,0,0,0,"VY8755","VLG","A320",177.781794119,382.257267697,177.781794119,157.253784117,342.993351516,242.725661378,5.36666666667
0,2484.97200697,2,771.178403464,1,890.79,2,1,0,0,0,1,0,0,29.575,10000.0,4.5,5.6628,0,0,0,0,0,0,0,"LH947","DLH","A320",263.3088504,371.669301259,381.97243238,212.980526881,388.660746249,342.579951217,17.7666666667
0,1865.38797399,2,530.88914334,1,678.99,0,1,0,0,1,1,0,0,29.575,10000.0,4.5,5.6628,0,0,0,0,0,0,0,"FR1557","RYR","B738",256.36856682,371.669301259,367.897099796,206.303325118,388.660746249,314.01893404,9.53333333333
0,1940.55921116,0,1164.59116448,1,689.33,1,1,0,0,2,1,0,0,29.575,10000.0,4.5,5.6628,0,0,0,0,0,0,0,"KL1094","KLM","B739",265.629577256,371.669301259,281.847728918,205.79486302,388.660746249,318.649439258,13.1333333333
1,2086.20242847,0,710.869706233,1,556.33,0,0,2,0,0,0,2,0,29.575,10000.0,4.5,5.6628,0,0,0,0,0,0,0,"null","UAE","A388",263.891230386,371.669301259,257.507296819,209.126490929,388.660746249,317.780265823,5.41666666667
0,2169.02904026,2,771.178403464,1,696.53,1,1,0,0,0,0,0,0,29.575,10000.0,4.5,5.6628,0,0,0,0,0,0,0,"EY22","ETD","B77W",263.891230386,383.289453645,265.882107582,209.126490929,386.47531111,323.590342015,25.7666666667
0,2096.30292571,2,1489.81915053,1,485.66,0,1,0,0,1,0,0,0,29.59,10000.0,4.0,7.722,1,0,0,0,0,0,0,"VY1397","VLG","A320",238.678409793,383.289453645,190.524038218,194.459165888,386.47531111,286.248235299,19.75
0,1972.21776213,2,1247.39100502,1,485.24,2,2,0,0,2,1,0,0,29.59,10000.0,4.0,7.722,1,0,0,0,0,0,0,"IB3693","IBS","A320",134.723409532,369.805436682,222.681117296,199.016129966,384.034499089,252.264423107,24.7833333333
0,2010.44734275,2,1164.59116448,1,573.01,4,1,0,0,3,0,0,0,29.59,10000.0,4.0,7.722,1,0,0,0,0,0,0,"FR3222","RYR","B738",122.66566904,369.805436682,209.045132154,189.51711793,384.034499089,233.276214487,23.3666666667
1,2870.6584976,0,1681.49916402,1,630.39,0,0,0,0,0,0,0,0,29.5,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"FR8357","RYR","B738",211.988511538,408.726434797,288.310430473,218.186577931,435.844967417,296.839399403,6.9
0,1860.91458557,2,949.049037893,1,347.52,3,1,0,0,4,0,0,0,29.59,10000.0,4.0,7.722,1,0,0,0,0,0,0,"FR4052","RYR","B738",100.73947879,369.805436682,149.223942601,183.184528023,384.034499089,207.553025092,14.8333333333
1,2619.28097231,0,1297.09487192,1,766.51,0,0,0,1,0,0,1,1,29.44,7000.0,4.0,8.2368,1,0,0,0,0,0,0,"null","TCX","A321",221.864580649,473.127895305,359.051221025,197.848729759,422.453720141,334.327308391,6.33333333333
1,2864.88024494,0,1681.49916402,1,630.07,0,0,1,0,0,0,2,0,29.52,10000.0,5.0,5.148,0,0,0,0,0,0,0,"FR3219","RYR","B738",156.238083416,399.773608084,156.238083416,182.709249246,426.409336729,238.202879271,6.73333333333
1,3050.67146294,0,1414.59473684,1,720.45,0,0,2,1,0,0,2,1,29.52,10000.0,5.0,5.148,0,0,0,0,0,0,0,"SK2549","SAS","B738",154.361751471,389.661168574,246.581028211,177.392406263,399.091994186,204.616615787,6.66666666667
0,1665.35851654,0,1125.34691152,1,225.0,3,0,0,0,3,0,0,0,29.62,10000.0,4.0,6.6924,1,0,0,0,0,0,0,"U21895","EZY","A319",96.278798852,459.728997403,280.066267199,180.085014619,414.338580714,231.922635505,12.7166666667
1,3247.61191288,0,2481.4445855,1,489.56,0,0,1,0,0,0,1,0,29.5,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"DE4790","CFG","A320",211.988511538,408.522819798,284.609549172,218.186577931,440.825357552,264.177987947,7.83333333333
1,2873.37966104,0,1225.53371212,1,683.42,0,0,0,0,0,0,0,0,29.575,10000.0,4.5,5.6628,0,0,0,0,0,0,0,"EW1346","EWG","A320",263.3088504,364.57075426,381.298576449,212.980526881,382.172181172,313.93980233,6.23333333333
0,1948.5409502,0,1247.39100502,1,450.63,0,1,0,0,0,0,0,0,29.65,5000.0,3.0,7.2072,1,0,0,0,0,0,0,"FR8358","RYR","B738",105.634614398,451.73656342,347.954152928,172.156512095,411.70293234,248.589047764,12.2666666667
1,2277.08121896,2,1843.87781466,1,499.01,0,0,0,0,0,0,3,0,29.59,10000.0,4.0,7.722,1,0,0,0,0,0,0,"EI212","EIN","A320",96.278798852,369.805436682,157.478995323,180.085014619,384.034499089,174.00151677,3.16666666667
1,2536.96302085,0,1880.6188504,1,424.93,0,0,1,0,0,0,1,0,29.47,10000.0,4.0,4.1184,0,0,0,0,0,0,0,"BY2257","TOM","B738",204.794199036,440.625632036,266.416140646,212.185535266,435.795799068,243.21163072,6.23333333333
0,2465.21306067,0,1078.7794131,1,542.43,0,3,0,0,0,3,0,0,29.65,5000.0,3.0,7.2072,1,0,0,0,0,0,0,"SK2550","SAS","B738",116.175919745,383.098072675,383.098072675,125.449664639,417.417318048,368.865465916,10.3333333333
1,2941.80839054,0,1880.6188504,1,636.29,0,0,0,1,0,0,0,0,29.62,10000.0,4.0,6.6924,1,0,0,0,0,0,0,"DE1483","CFG","B753",105.634614398,459.728997403,228.221886274,172.156512095,414.338580714,225.451501785,8.93333333333
0,2754.7092223,0,1417.43726795,1,750.94,0,0,0,0,0,0,0,0,29.65,10000.0,3.0,3.0888,0,0,0,0,0,0,0,"EW1347","EWG","A320",147.974042947,394.830617662,343.533500948,135.319855993,422.86970784,351.6855617,10.9333333333
0,2964.82667746,2,1417.43726795,1,819.21,3,1,0,0,1,0,0,0,29.65,10000.0,3.0,3.0888,0,0,0,0,0,0,0,"QR24","QTR","B788",181.157242116,394.830617662,330.423339552,140.948360453,422.86970784,343.950381941,17.5
0,1564.74034864,2,1169.95752133,1,494.16,1,0,0,0,2,0,0,0,29.65,10000.0,3.0,3.0888,0,0,0,0,0,0,0,"U2137","EZY","A320",189.949992396,394.830617662,296.118905008,143.114395624,422.86970784,317.3950557,11.8333333333
0,1618.18458572,0,977.407659449,1,370.61,2,0,0,0,3,0,0,0,29.65,10000.0,3.0,3.0888,0,0,0,0,0,0,0,"EI213","EIN","A320",190.204562147,394.830617662,246.368665071,147.919588273,422.86970784,314.733368873,8.48333333333
1,2148.45671704,0,0,1,540.07,0,0,0,2,0,0,0,1,29.65,5000.0,3.0,7.2072,1,0,0,0,0,0,0,"PK701","PIA","B77W",116.175919745,471.883588981,359.837622453,125.449664639,420.844512832,294.029754363,6.76666666667
0,3230.91861704,2,2970.32375179,1,558.04,4,1,0,0,4,0,0,0,29.65,10000.0,3.0,3.0888,0,0,0,0,0,0,0,"FX5203","FDX","B752",196.584607572,394.830617662,236.804598727,156.380263659,422.86970784,295.707612617,19.15
0,1796.41965528,0,1417.43726795,1,450.1,3,1,0,0,3,1,0,0,29.65,10000.0,3.0,3.0888,0,0,0,0,0,0,0,"EK20","UAE","A388",182.614081772,375.634025043,212.037384682,165.294062359,423.758807012,271.230362117,20.3333333333
1,1910.99384066,0,1169.74914417,1,480.49,0,0,0,1,0,0,0,1,29.5,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"TOM2203","TOM","B752",211.988511538,393.63112638,343.581020803,218.186577931,429.518466018,304.998580725,5.23333333333
1,1708.17796125,0,783.318767816,1,393.42,0,0,0,0,0,0,1,0,29.65,5000.0,3.0,7.2072,1,0,0,0,0,0,0,"AF1168","AFR","A320",116.175919745,451.73656342,354.632859157,125.449664639,411.70293234,256.05592724,4.48333333333
1,1839.95289076,0,970.629457785,1,499.38,0,0,0,0,0,0,0,0,29.65,5000.0,3.0,7.2072,1,0,0,0,0,0,0,"FR1556","RYR","B738",116.175919745,450.908798018,287.018450565,125.449664639,417.099125832,283.542358882,3.71666666667
1,2249.63952042,0,1345.31585504,1,556.49,0,0,1,0,0,0,1,0,29.65,5000.0,3.0,7.2072,1,0,0,0,0,0,0,"FR558","RYR","B738",147.974042947,383.098072675,354.610626507,135.319855993,417.417318048,320.814538536,5.11666666667
1,1456.67436927,0,633.928097767,1,300.22,0,0,0,0,0,0,2,0,29.59,10000.0,4.0,7.722,1,0,0,0,0,0,0,"U21872","EZY","A320",134.723409532,383.289453645,183.779003811,199.016129966,386.47531111,275.838051804,3.73333333333
0,1061.56065937,2,756.386081791,1,533.91,0,0,0,0,0,0,0,0,29.68,10000.0,3.0,5.148,0,0,0,0,0,0,0,"FR559","RYR","B738",149.89276094,375.634025043,195.823352752,165.525001528,423.758807012,245.97112888,8.75
1,579.962572927,0,0,1,134.47,0,0,0,0,0,0,0,1,29.62,10000.0,4.0,6.6924,1,0,0,0,0,0,0,"ZB677","MON","A321",105.634614398,456.9361773,278.167590179,172.156512095,410.75346578,243.606361167,1.33333333333
1,1945.91359566,0,1169.74914417,1,510.99,0,0,2,0,0,0,3,0,29.52,10000.0,5.0,5.148,0,0,0,0,0,0,0,"MT1825","TCX","A321",154.361751471,405.652191238,193.286623754,177.392406263,423.138911637,208.42799148,5.95
1,1676.32422514,2,958.392182333,1,434.27,0,0,0,0,0,0,0,2,29.65,5000.0,3.0,7.2072,1,0,0,0,0,0,0,"FR3446","RYR","B738",116.175919745,393.895902926,338.671206392,125.449664639,425.416040113,343.31267966,4.4
0,2817.9710278,2,1417.43726795,1,927.64,0,3,0,0,0,0,0,0,29.74,10000.0,3.0,3.6036,0,0,0,0,0,0,0,"PK702","PIA","B77W",140.273271126,378.938611875,222.2973164,165.111631761,385.253864339,229.550957564,13.1833333333
1,3028.69112874,0,567.534688409,1,721.74,0,0,0,3,0,0,0,2,29.65,5000.0,3.0,7.2072,1,0,0,0,0,0,0,"ZB655","MON","A321",116.175919745,391.569116802,357.47742433,125.449664639,425.649057102,317.822507254,8.88333333333
1,1847.94226997,0,0,1,546.73,0,0,0,0,0,0,0,0,29.56,10000.0,5.0,8.7516,1,0,0,0,0,0,0,"MT873","TCX","A321",263.3088504,368.948164025,378.053234827,212.980526881,381.289645202,285.66992929,5.38333333333
1,1868.98545005,0,970.629457785,1,504.77,0,0,2,0,0,0,4,0,29.65,10000.0,3.0,3.0888,0,0,0,0,0,0,0,"FR3555","RYR","B738",182.614081772,394.830617662,182.614081772,165.294062359,422.86970784,263.07379136,4.68333333333
1,1517.14415748,0,1319.22189902,1,244.65,0,0,0,0,0,0,0,0,29.74,10000.0,3.0,3.6036,0,0,0,0,0,0,0,"FX5204","FDX","B752",156.577464013,284.021951288,284.021951288,173.39101308,339.398016985,259.767907247,5.46666666667
0,1145.58015222,2,822.871796941,1,568.25,0,0,0,0,0,0,0,0,29.8,10000.0,3.0,5.6628,0,0,0,0,0,0,0,"KL1072","KLM","B739",156.577464013,270.288274223,270.288274223,173.39101308,329.052376168,278.68569351,6.5
0,1080.09701713,0,822.871796941,1,551.73,0,0,0,0,0,0,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"FR7542","RYR","B738",153.676349251,274.880734524,269.114782724,175.130478412,317.935087527,283.624603952,7.88333333333
0,1746.98802725,0,631.494038414,1,292.69,2,0,0,0,1,0,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"SN2184","BEL","A320",147.335112367,274.880734524,255.502249345,164.974597069,317.935087527,275.950368877,9.26666666667
0,2928.32711636,0,1156.0425264,1,785.74,4,2,0,0,2,0,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"LH949","DLH","A321",167.370188406,274.880734524,221.559925224,158.631474673,317.935087527,252.790938256,14.6
0,1887.43268237,0,949.049037893,1,348.8,2,1,0,0,2,0,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"FR3204","RYR","B738",183.220014851,274.880734524,206.168721257,161.746642988,317.935087527,238.22849774,11.2166666667
0,1721.31628862,0,1180.03659059,1,224.84,0,0,0,0,3,0,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"U21923","EZY","A319",174.123580786,274.880734524,204.574175763,165.3505224,317.935087527,224.502157655,4.5
0,2010.44734275,0,1164.59116448,1,577.25,5,2,0,0,4,1,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"FR2131","RYR","B738",215.377906878,318.673664644,272.783370377,184.527128065,320.431675886,264.142809861,13.3666666667
0,1536.74230137,2,885.336649223,1,378.79,2,2,0,0,3,2,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"U21917","EZY","A319",218.057374764,345.325058915,292.711995239,182.696243566,320.861773663,249.440358248,7.6
0,1984.14988688,2,866.249197354,1,471.72,4,1,0,0,4,1,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"FR3202","RYR","B738",220.793184076,345.325058915,299.498507542,194.081686241,320.861773663,252.036341653,8.5
1,2176.75469163,0,0,1,581.81,0,0,0,0,0,0,0,0,29.71,10000.0,3.0,3.0888,0,0,0,0,0,0,0,"EY15","ETD","B77W",140.273271126,375.634025043,193.641280643,165.111631761,423.758807012,220.004972857,6.51666666667
0,2426.40739371,0,771.178403464,1,798.84,4,0,0,0,4,0,0,0,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"ZB672","MON","A321",227.36499368,345.325058915,269.681441073,205.292504265,320.861773663,242.529673976,12.3333333333
0,1760.7911673,2,1162.38318175,1,407.06,1,1,0,0,1,0,0,0,29.83,10000.0,3.0,4.1184,0,0,0,0,0,0,0,"U21897","EZY","A320",233.058066031,345.325058915,224.22108601,203.590823408,320.861773663,248.502228193,9.9
0,2808.78856229,2,1603.94209396,1,549.21,4,2,0,0,2,0,0,0,29.83,10000.0,3.0,4.1184,0,0,0,0,0,0,0,"ZB652","MON","A320",192.126658603,345.325058915,229.711118368,203.752282741,320.861773663,247.435608777,16.5666666667
0,1922.02285339,2,1247.39100502,1,449.35,2,1,0,0,4,0,0,0,29.83,10000.0,3.0,4.1184,0,0,0,0,0,0,0,"FR4007","RYR","B738",190.942059239,345.325058915,190.942059239,205.867621657,320.861773663,245.220283391,8.6
0,1880.66699661,2,1212.0783732,1,533.76,3,1,0,0,3,0,0,0,29.83,10000.0,3.0,4.1184,0,0,0,0,0,0,0,"U21831","EZY","A320",195.954068473,345.325058915,195.954068473,207.005721618,320.861773663,244.333031856,10.6166666667
1,2065.62870837,0,0,1,634.08,0,0,0,1,0,0,1,1,29.74,10000.0,3.0,3.6036,0,0,0,0,0,0,0,"VS110","VIR","A333",156.577464013,394.774082683,235.513863206,173.39101308,394.334992805,223.775623944,5.96666666667
0,2430.60961755,2,1078.7794131,1,712.32,1,0,0,0,1,0,0,0,29.83,10000.0,3.0,4.1184,0,0,0,0,0,0,0,"LH2505","DLH","A321",188.95438544,326.544844956,222.407861564,208.15968956,298.416559589,226.059489966,10.7666666667
0,1647.50094881,2,1047.00177168,1,415.21,4,0,0,0,6,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"U21915","EZY","A320",119.871977522,326.544844956,119.871977522,144.834218479,298.416559589,144.834218479,10.6666666667
0,1751.79388248,2,530.88914334,1,617.14,1,0,0,0,1,0,0,0,29.83,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"FR3805","RYR","B738",194.757881566,326.544844956,233.649588369,213.907973798,298.416559589,214.801828421,13.55
0,2180.15528773,0,1078.7794131,1,503.43,1,0,0,0,1,0,0,0,29.83,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"BY2310","TOM","B738",185.043079105,326.544844956,224.077746998,188.584868854,298.416559589,207.509903118,6.68333333333
1,1542.9455573,0,514.664005883,1,408.26,0,0,0,1,0,0,1,1,29.74,10000.0,3.0,3.6036,0,0,0,0,0,0,0,"BY123","TOM","B788",156.577464013,387.816478114,287.083112797,173.39101308,385.457275394,241.453232775,5.05
0,2406.16465879,0,1078.7794131,1,620.4,2,0,0,0,2,0,0,0,29.83,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"BY2328","TOM","B738",216.375717605,326.544844956,244.62109585,206.164893039,298.416559589,216.787740645,9.53333333333
1,2009.30099348,0,0,1,602.99,0,0,1,0,0,0,1,0,29.8,10000.0,3.0,5.6628,0,0,0,0,0,0,0,"EW1342","EWG","A320",153.676349251,270.288274223,244.430139547,175.130478412,329.052376168,284.177881723,6.11666666667
0,1665.35851654,2,1180.03659059,1,223.88,2,0,0,0,1,0,0,0,29.83,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"U21981","EZY","A320",231.426118817,326.544844956,226.609329706,211.184089028,298.416559589,222.353656611,19.2166666667
0,2538.99157326,0,771.178403464,1,771.2,0,0,0,0,1,0,0,0,29.83,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"EW4341","EWG","A319",204.060351952,326.544844956,204.060351952,196.507368696,298.416559589,213.234106758,13.3333333333
0,2605.02445499,2,1078.7794131,1,549.2,3,0,0,0,3,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"QR22","QTR","B788",202.0282006,326.544844956,202.0282006,193.535639853,298.416559589,213.052973799,15.7833333333
0,1899.75679395,0,1078.7794131,1,378.06,2,0,0,0,2,0,0,0,29.83,10000.0,4.0,4.6332,0,0,0,0,0,0,0,"U21901","EZY","A320",196.9945825,326.544844956,196.9945825,195.876232033,298.416559589,215.322085435,12.3
0,1922.02285339,2,1247.39100502,1,449.35,5,0,0,0,4,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"FR553","RYR","B738",169.796459435,326.544844956,169.796459435,193.08608852,298.416559589,207.208777642,17.2166666667
0,1918.08913346,0,530.88914334,1,588.95,4,0,0,0,5,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"BA1385","BAW","A319",141.644948382,326.544844956,141.644948382,186.5355336,298.416559589,184.127139044,14.1
0,1666.86046277,0,763.480331978,1,402.83,4,0,0,0,4,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"U21805","EZY","A320",151.519447418,326.544844956,151.519447418,177.789899685,298.416559589,177.789899685,13.7166666667
0,1805.9964231,2,1322.76991866,1,407.38,5,0,0,0,4,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"U21847","EZY","A319",137.738736095,326.544844956,137.738736095,167.366659298,298.416559589,167.366659298,14.5666666667
0,2010.44734275,0,1164.59116448,1,577.25,7,1,0,0,5,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"FR3238","RYR","B738",131.644671284,326.544844956,131.644671284,166.836435942,298.416559589,166.836435942,18.9333333333
0,2538.99157326,2,771.178403464,1,842.84,2,0,0,0,1,0,0,0,29.85,10000.0,5.0,6.1776,0,0,0,0,0,0,0,"LX391","SWR","A320",306.773993652,352.529933444,377.654990493,252.552752124,335.601799044,300.42925701,21.3333333333
0,1694.83720067,0,0,1,513.16,4,0,0,0,5,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"U21947","EZY","A320",128.435152509,326.544844956,128.435152509,135.040050446,298.416559589,135.040050446,6.8
0,1808.09629508,0,1162.38318175,1,394.52,4,1,0,0,4,0,0,0,29.83,10000.0,4.0,6.1776,0,0,0,0,0,0,0,"EI203","EIN","A320",151.076367407,326.544844956,151.076367407,151.297907412,298.416559589,151.297907412,12.6333333333
0,2396.78433116,0,1078.7794131,1,589.56,2,1,0,0,2,1,0,0,29.85,10000.0,5.0,6.6924,0,0,0,0,0,0,0,"EW1343","EWG","A320",155.396420884,331.078747307,200.833248719,146.56757849,302.979740915,166.238960001,10.1833333333
1,1284.42826925,0,514.664005883,1,266.71,0,0,0,0,0,0,0,0,29.54,10000.0,5.0,7.2072,0,0,0,0,0,0,0,"SQ52","SIA","A359",263.3088504,398.263561496,355.451149597,212.980526881,403.494998146,281.809171952,4.76666666667
0,1665.35851654,0,1125.34691152,1,225.0,2,0,0,0,2,0,0,0,29.85,10000.0,5.0,6.6924,0,0,0,0,0,0,0,"U2131","EZY","A319",177.672818677,331.078747307,226.668816256,154.658744981,302.979740915,173.270396889,7.95
0,2107.92077243,2,1078.7794131,1,518.02,2,0,0,0,0,0,0,0,29.85,10000.0,5.0,6.6924,0,0,0,0,0,0,0,"EY16","ETD","B77W",198.331510596,331.078747307,237.673985203,159.101744059,302.979740915,183.054568856,11.9166666667
0,1956.42174581,2,866.249197354,1,571.7,0,0,0,0,1,0,0,0,29.85,10000.0,5.0,6.6924,0,0,0,0,0,0,0,"AF1669","AFR","A320",202.818559091,331.078747307,223.203523527,165.6268558,302.979740915,187.139945467,7.6
1,1674.76168463,0,0,1,453.13,0,0,0,0,0,0,0,0,29.74,10000.0,3.0,3.6036,0,0,0,0,0,0,0,"VS76","VIR","B744",156.577464013,322.189687128,298.13442518,173.39101308,348.911856086,260.21587079,8.16666666667
0,2562.20910372,0,1078.7794131,1,650.96,3,1,0,0,3,1,0,0,29.85,10000.0,5.0,6.1776,0,0,0,0,0,0,0,"MT1966","TCX","A321",173.637758232,354.800501763,206.121918982,242.427594957,350.062780339,291.888454738,16.4333333333
0,1974.14538381,2,1164.59116448,1,672.89,3,0,0,0,2,0,0,0,29.85,10000.0,5.0,6.6924,0,0,0,0,0,0,0,"FR8308","RYR","B738",204.455188915,331.078747307,246.064090559,177.765778161,302.979740915,200.730255721,12.9166666667
0,417.702267071,0,0,1,303.77,0,0,0,0,2,0,0,0,29.85,10000.0,5.0,6.6924,0,0,0,0,0,0,0,"U29835","EZY","A320",206.398385556,331.078747307,206.398385556,180.89740322,302.979740915,203.615817137,0.55
0,1660.38856769,0,763.480331978,1,511.2,0,0,0,0,0,0,0,0,29.85,10000.0,5.0,6.1776,0,0,0,0,0,0,0,"EI3721","EIN","AT76",311.217431682,352.529933444,375.580308071,244.445125179,335.601799044,306.627146637,8.86666666667
1,2007.42366215,0,655.085138283,1,494.36,0,0,2,1,0,0,4,1,29.8,10000.0,3.0,5.148,0,0,0,0,0,0,0,"SK2547","SAS","B736",218.057374764,318.673664644,265.160099186,182.696243566,320.431675886,243.360012205,5.93333333333
0,2538.23709118,0,887.568761043,1,644.34,2,0,0,0,2,0,0,0,29.85,10000.0,5.0,6.1776,0,0,0,0,0,0,0,"BY2336","TOM","B738",282.825581594,352.529933444,358.516857325,243.640385254,335.601799044,282.457621441,10.9166666667
0,2020.73582728,2,1247.39100502,1,491.54,0,0,0,0,1,0,0,0,29.85,10000.0,5.0,6.1776,0,0,0,0,0,0,0,"KL1074","KLM","B737",295.199348366,352.529933444,349.973253708,249.008953729,335.601799044,298.018672133,10.3333333333
0,1436.61743281,0,885.746676394,1,180.09,3,1,0,0,3,0,0,0,29.85,10000.0,5.0,6.1776,0,0,0,0,0,0,0,"EK22","UAE","A388",298.760222778,352.529933444,253.127177424,252.579304167,335.601799044,282.172304553,10.7333333333
1,1674.76168463,0,0,1,453.13,0,0,0,0,0,0,0,0,29.74,10000.0,3.0,3.6036,0,0,0,0,0,0,0,"SQ51","SIA","A359",156.577464013,360.989440529,323.925623899,173.39101308,377.910029096,258.783452271,8.16666666667
0,2467.090392,0,1078.7794131,1,651.06,2,1,0,0,2,1,0,0,29.85,10000.0,6.0,7.2072,0,0,0,0,0,0,0,"MT1722","TCX","A321",167.368456781,354.800501763,213.501945239,237.071225216,350.062780339,281.737599474,14.4833333333
0,3103.4149511,4,1417.43726795,1,928.29,2,1,0,0,1,0,0,0,29.85,10000.0,7.0,8.2368,0,0,0,0,0,0,0,"SQ51","SIA","A359",140.190139262,437.610488433,363.481884989,135.725495608,421.488833337,233.551609353,17.4166666667
0,2233.54827632,0,1078.7794131,1,424.67,3,1,0,0,2,0,0,0,29.85,10000.0,6.0,7.2072,0,0,0,0,0,0,0,"MT2718","TCX","A332",177.633402385,354.800501763,208.458920832,236.416375376,350.062780339,283.487889078,14.3833333333
0,1702.19512012,0,771.178403464,1,456.57,2,0,0,0,3,0,0,0,29.85,10000.0,6.0,7.2072,0,0,0,0,0,0,0,"LH941","DLH","A321",169.579836334,354.800501763,193.014317213,226.202708964,350.062780339,223.070747318,4.71666666667
0,2609.35462541,2,2033.42335923,1,708.88,3,0,0,0,2,0,0,0,29.85,10000.0,6.0,8.2368,0,0,0,0,0,0,0,"MT2932","TCX","A332",248.773991963,418.118536764,248.773991963,228.840686473,374.598642035,301.648086653,12.75
1,1190.33488313,0,514.664005883,1,247.52,0,0,0,0,0,0,1,0,29.74,10000.0,3.0,3.6036,0,0,0,0,0,0,0,"MT2639","TCX","A332",156.577464013,378.938611875,231.304549665,173.39101308,385.253864339,206.959315719,2.83333333333
0,2455.57466929,2,1078.7794131,1,603.73,1,2,0,0,1,2,0,0,29.85,10000.0,6.0,7.2072,0,0,0,0,0,0,0,"SK2548","SAS","B736",195.255667707,418.118536764,345.158649092,247.007945243,374.598642035,276.808784962,12.15
1,1010.23848874,0,659.523189214,1,319.14,0,0,1,0,0,0,5,0,29.83,10000.0,3.0,4.1184,0,0,0,0,0,0,0,"FR3209","RYR","B738",188.95438544,345.325058915,188.95438544,208.15968956,320.861773663,229.317913257,2.95
1,1478.76674309,0,527.218463518,1,425.68,0,0,1,0,0,0,1,0,29.85,10000.0,5.0,6.1776,0,0,0,0,0,0,0,"KL1081","KLM","B738",311.217431682,331.078747307,311.217431682,244.445125179,302.979740915,268.943123969,2.78333333333
0,398.28830484,0,0,1,114.35,0,0,0,0,1,0,0,0,29.85,10000.0,6.0,7.722,0,0,0,0,0,0,0,"MT1482","TCX","A321",235.773840173,418.118536764,321.914800236,206.703621279,374.598642035,271.474109107,0.766666666667
